text1,text2
Appli simple pour les recherches Envoie rapide Tout est OK à chaque fois,Simple App for Searches Quick Send Tout est OK à chaque fois
tres bonne communication,très bonne communication
reçu dans le délai annoncé,reçu dans le délai annoncé
Délai de livraison très lent et pas respecté,Délai de livraison très lent et non respecté
"Après avoir commandé un arbre de transmission reconditionné, je me suis aperçu qu il manquait une pièce à l intérieur ( ressort), dans l urgence car trop long pour recevoir les pièces, j ai fait la rectification moi même avec l ancienne pièce . Suis un peu déçu .","Après avoir commandé un arbre de transmission reconditionné, j'ai réalisé qu'il y avait une pièce manquante à l'intérieur (printemps), dans l'urgence parce que trop longtemps pour recevoir les pièces, j'ai fait la rectification moi-même avec l'ancienne pièce."
"On a commandé une pièce d’embrayage pour ma voiture . Ils se sont trompés de pièces Ils nous ont donc dit de renvoyer la pièce et qu’ils allaient nous rembourser. Sauf que dès qu’on a envoyé la pièce. Finalement, ils ont dit qu’ils pouvait pas nous rembourser et qu’il fallait qu’on se débrouille pour qu’on le vende nous-mêmes c’est inacceptable, je deconseille vraiment le site.","Nous avons commandé un embrayage pour ma voiture. Ils ont eu les mauvaises pièces alors ils nous ont dit de rendre la pièce et ils allaient nous rembourser. Sauf dès que nous avons envoyé la pièce. Enfin, ils ont dit qu'ils ne pouvaient pas nous rembourser et que nous devions faire quelque chose pour la vendre nous-mêmes qui est inacceptable, je conseille vraiment le site."
"J, ai apprécié le rapport qualité prix des pièces proposées et la communication faite tout au long de la commande à la réception,","J, a apprécié le rapport qualité prix des pièces proposées et la communication faite tout au long de la commande à la réception,"
"Livraison rapide, pièce conforme à la commande, et un tuto mécanique bien utile.","Livraison rapide, partie conforme à la commande, et un tuto mécanique utile."
"Le produit est très bien, et je suis satisfait de l'emballage, mais pour ce qui est du transport c'est une autre histoire. Heureusement que j'avais pris l'envoi standard et pas L'Express car je l'ai reçu au delà des délais proposés. Pas génial donc.","Le produit est très bon, et je suis satisfait de l'emballage, mais en ce qui concerne le transport, c'est une autre histoire. Heureusement, j'avais pris l'expédition standard et pas l'Express parce que je l'ai reçu au-delà des délais proposés."
Je ne suis pas contente parce qu’il y avait une erreur sur les biellettes de la bars de stabilisatrice. Pourriez-vous me les échanger J’attends votre réponse. Madame Cressent,Je ne suis pas content parce qu'il y a eu une erreur dans les barres de stabilisation.
Parfait au top . Livraison rapide .,Parfait en haut . Livraison rapide .
"Oscaro : ""nous rencontrons actuellement un délai supplémentaire de préparation."" Au lieu de dire tout de suite qu'ils n'ont pas ma pièce en stock, ils me laissent commander puis attendre en vain. Puis, quand le délai de livraison promis est déjà dépassé, ils m'envoient un email ""nous rencontrons actuellement un délai ..."". La 1ère fois, j'ai pu annuler la commande. La 2ème, impossible d'annuler. J'ai donc commandé ailleurs, et je renverrais le colis à Oscaro dès réception. Je ne suis pas un client exigeant. Mais quand on a une voiture immobilisée en panne, on ne peut pas jouer la réparation à la roulette. Comment je vais au travail lundi ? Donc 1 étoile et Oscaro, plus jamais. Désormais, je commande à la concurrence qui ne ment pas sur ses stocks et qui est joignable par téléphone (ce qui n'est pas le cas d'Oscaro, qui fait tout pour ne pas être dérangé par ses clients).","Oscaro: ""nous rencontrons actuellement un temps supplémentaire de préparation."" Au lieu de dire tout de suite qu'ils n'ont pas mon article en stock, ils me laissent commander et attendre en vain. Puis, quand le délai de livraison promis est déjà dépassé, ils m'envoient un email ""nous rencontrons actuellement un retard ..."". La première fois, j'ai pu annuler la commande. La seconde, impossible à annuler. Alors j'ai commandé ailleurs, et je renvoie le colis à Oscaro dès que je l'ai reçu. Je ne suis pas un client exigeant. Mais quand nous avons une voiture verrouillée dans une panne, nous ne pouvons pas jouer la réparation de la roulette. Comment puis-je aller travailler lundi? Donc 1 étoile et Oscaro, jamais plus."
"Délai beaucoup trop longs, reçu en relay colis carton ouvert, ouf il ne manque rien. le carton n'était pas adapté au contenu des pièces","Temps pris beaucoup trop longtemps, reçu en colis relais carton ouvert, il n'y a rien manquant. le carton n'a pas été adapté au contenu des pièces"
Je suis satisfait de votre réactivité,Je suis satisfait de votre réactivité.
Articles conformes et livraison dans les délais annoncés,Conformité des articles et livraison dans les délais annoncés
"Les pièces sont faciles à trouver et à des prix très intéressants. Deux petits points négatifs sur dernière commande, 1 - bombes de nettoyant freins non calées dans un carton disproportionné contenant également une boite de plaquettes de freins !!! un couvercle de bombe enlevé suite aux manipulations de transport, laissant ainsi libre le diffuseur qui aurait pu laisser échapper le produit !!! 2 - dimensions du carton, qui ne rentre pas dans le casier du point Locker Mondial Relay proposé dans la liste et obligation de choisir un autre point relais pour livraison au lendemain de la date de livraison initiale annoncée !!! délai de livraison ainsi allongé !!!","Les pièces sont faciles à trouver et à des prix très intéressants. Deux petits points négatifs sur la dernière commande, 1 - les bombes nettoyantes de frein ne sont pas mises dans un carton disproportionné même contenant une boîte de plaquettes de frein!!! un couvercle de bombe enlevé à la suite de manipulations de transport, laissant ainsi libre le diffuseur qui aurait pu laisser échapper le produit!!! 2 - les dimensions du carton, qui ne s'intègre pas dans le casier du point Locker World Relay proposé dans la liste et l'obligation de choisir un autre point relais pour la livraison après la date de livraison initiale annoncée!!! délai de livraison ainsi prolongé!!!"
Commande rapide et livrée dans les dates données. Je recommande sans soucis.,Commande rapide et livré dans les dates données. Je recommande sans soucis.
La commande a été livrée dans un carton ouvert. L'emballage n'a pas été sérieusement close pour un envoi. Il semble que plusieurs colis Oscaro dans ce point relai avaient le même problème : livrés ouverts.,La commande a été livrée dans une boîte ouverte. L'emballage n'était pas sérieusement fermé pour une expédition. Il semble que plusieurs paquets Oscaro dans ce point relayé avait le même problème: livré ouvert.
Commande et livraison dans les règles.et conforme à ma demande,Commande et livraison conformément à ma demande
"Pas tout à fait identique au modèle d'origine niveau qualité, mais fait le job, à voir dans le temps.","Pas tout à fait identique au niveau de qualité du modèle original, mais fait le travail, de voir à temps."
Merci à toutes votre équipe 👍 Livraison conforme et super rapide Merci,Merci à toute votre équipe .. ..Conformité livraison et super rapide Merci
Piece livree dans un parfait. Mais le Délai de livraison est trop long il faudrait penser à un service en livraison 24h 48h maximum.,"Pièce livrée dans un parfait. Mais le délai de livraison est trop long, vous devriez penser à un service dans la livraison 24h 48h maximum."
j'ai commandé les disques de frein grâce à la plaque d'immatriculation seulement ce n'est pas les bons...,"J'ai commandé les disques de frein grâce à la plaque d'immatriculation, mais ce n'est pas le bon..."
"Commande rapidement expédiée mais emballage détérioré, et emballage d'un des produit carrément ouvert !","Commande rapide expédié mais emballage endommagé, et l'emballage de l'un des produits complètement ouvert!"
"Vous nous fait payer pour livraison, mais le produit n'etait pas livre comme promis, mais finalement avec 4 jours de retard, et on nous avait demande d'aller le chercher a la Poste. Il faut changer votre service de livraison.","Vous nous facturez pour la livraison, mais le produit n'était pas comme promis, mais finalement avec 4 jours de retard, et on nous a demandé de le récupérer à la poste. Vous devez changer votre service de livraison."
Livraison en temps prévu,Livraison en temps voulu
Impeccable tout est bien arrivé sans problème,Immaculé tout s'est bien passé sans problème
Correct Mais les pièces méritent d’être mieux emballées,Correct Mais les pièces méritent d'être mieux emballées
"Le délais de préparation est long, c'est à se demandé s'il y a vraiment du stock ! (et encore si les articles ne sont pas annulés avant...)","Le temps de préparation est long, il faut se demander s'il y a vraiment du stock! (et si les articles ne sont pas annulés avant...)"
Délais de livraison très long,Délais de livraison très longs
Pompe lave-glace OK - Pour un prix top,Pompe de lavage de glace OK - Pour un prix haut de gamme
"Nickel, rien à dire","Nickel, rien à dire"
"Produit conforme à l'origine, livraison rapide.","Produit conforme à l'original, livraison rapide."
Parfait Envoi rapide,Expédition rapide parfaite
"Parfait réactif, merci","Parfaite réaction, merci."
"Bonjour ! Bien reçu les articles, merci. Cependant, les pas de vis des boulons de roue n’étant pas protégés, ils sont arrivés émoussés. J’ai dû reprendre le filetage à la main, comme un horloger !","Bonjour! Bien reçu les articles, merci. Cependant, les pas de vis des boulons de roue ne sont pas protégés, ils sont arrivés émoussés. J'ai dû reprendre le fil à la main, comme un horloger!"
"Encore merci bonne qualité , et super prix, et très rapidement reçu mais pièces","Merci encore une bonne qualité, et super prix, et très rapidement reçu mais pièces"
La fiche de votre pièce ne correspond pas à celle du véhicule. Alors que je vous ai bien communiqué le modèle ☹️,Les détails de votre pièce ne correspondent pas à celui du véhicule. Bien que je vous ai communiqué le modèle
pas de problème qualitée pris,pas de problème de qualité pris
le produit est arrivé endommagé.,le produit est arrivé endommagé.
Facilité d'accès au site et facilité de trouver le produit,Facile d'accès au site et facile à trouver le produit
Identification de mon véhicule par la plaque d’immatriculation ce qui a facilité la recherche de la pièce correspondante. Rapide et efficace. Merci.,Identification de mon véhicule par la plaque d'immatriculation qui a facilité la recherche de la pièce correspondante. Rapide et efficace. Merci.
Colis arrivé dans les temps comme convenu. Bien emballé. Très satisfait.,Le paquet est arrivé à temps comme convenu. Bien emballé. Très satisfait.
"La commande est ludique, le choix est en fonction des marques et prix..mais les plaquettes pourtant de bonne marque sifflent malgré un rodage effectué avec soin.","La commande est amusante, le choix est en fonction des marques et des prix..mais les plaquettes néanmoins de bon sifflet de marque malgré un rodage effectué avec soin."
Rapide et efficace,Rapide et efficace
"livraison rapide, conforme à mes attentes.","Livraison rapide, conformément à mes attentes."
"Livraison rapide et articles conformes à la description. Super, merci.","Livraison rapide et les articles selon la description. Super, merci."
Commande rapidement livrée et tout à fait conforme à mes attentes.,Commande rapidement livrée et parfaitement conforme à mes attentes.
"Site internet vraiment au top, par contre délai de livraison important.","Site vraiment en haut, d'autre part important délai de livraison."
"Livraison déplorable , mon colis arrive complètement défoncé et ouvert , impossible de vous joindre ni par mail ni par téléphone !!!!!","Livraison déplorable , mon colis arrive complètement haut et ouvert , impossible de vous joindre par email ou par téléphone !!!!!"
"J'apprécie l'interface du site et son coté pratique des recherches et des suggetions. Les prix sont vraiment interessants. Si on a un doute sur un produit ou un problème avec une commande, il est toujours possible d'appeler pour ce faire conseiller.","J'apprécie l'interface du site et son aspect pratique de la recherche et des suggestions. Les prix sont vraiment intéressants. Si vous avez un doute sur un produit ou un problème avec une commande, il est toujours possible d'appeler à ce conseil."
On trouve toujours ce que l'on cherche à des prix intéressants et la livraison est rapide et soignée.,Nous trouvons toujours ce que nous recherchons à des prix intéressants et la livraison est rapide et soignée.
Nous avons commandé des vérins pour le coffre de notre véhicule. Le prix était plus que attrayant et ils sont arrivés très rapidement. Merci,Nous avons commandé des cylindres pour le coffre de notre véhicule. Le prix était plus que attrayant et ils sont arrivés très rapidement. Merci.
La commande as étais envoyer avec plusieurs jours de retard. Aucune information sur le délai de préparation retardé si je n’avais pas appeler le service client.,La commande a été envoyée avec plusieurs jours de retard. Aucune information sur le retard en préparation si je n'avais pas appelé le service à la clientèle.
Bon produits et livraison dans les délais,Bons produits et livraison à temps
"renseignements et rapidités les colis sont souvent ""visité""",les paquets d'information et de vitesse sont souvent « visités »
Bon conditionnement. délai rapide. Bien sur conforme à ma commande.,Bon emballage. retard rapide. Bien sûr selon ma commande.
Envoie des bonne pièces commander et les prix sont attrayant. Merci,Envoyer bon ordre de pièces et les prix sont attrayants. Merci
Pièces commender reçu et dans les temps.,Pièces d'honneur reçues et à temps.
"Très bien, conforme à mes attentes, je recommande !","D'accord, selon mes attentes, je recommande !"
Produit commandé bien arrivé mais traitement de commande assez long,Produit commandé bien arrivé mais traitement des commandes assez long
Produit conforme à ma commande et livré rapidement.,Le produit est conforme à ma commande et livré rapidement.
Dommage qu'il n'y ait plus la livraison chronopost,Dommage qu'il n'y ait plus de livraison chronopost
Ma commande A89462675 passée le 03/05 est toujours pas arrivée impossible de vous joindre par téléphone ou par mail Les 2 autres commandes passées le même jour sont bien arrivées je suis dans l' attente d' une réaction de votre part merci de m informer cordialement,Ma commande A89462675 passée le 03/05 n'est toujours pas arrivée impossible à vous joindre par téléphone ou par courrier Les 2 autres commandes passées le même jour sont bien arrivées J'attends une réaction de vous merci de m'informer cordialement
Les prix et la rapidité de la réception font que je suis très satisfaite.,Les prix et la vitesse de la réception me rendent très satisfait.
"Malgré avoir renseigné le numéro d'immatriculation de mon véhicule le carter d'huile ne peut pas être monté, j'ai retourné la pièce et vous ne me la remboursez pas dans son intégralité (environ 10€ en moins), ce n'ai pas normal. Ce n'est pas à moi de payer les frais de retour","Bien qu'ayant donné le numéro d'immatriculation de mon véhicule, le carter d'huile ne peut pas être monté, j'ai retourné la pièce et vous ne la remboursez pas dans son intégralité (environ 10€ de moins), ce n'est pas normal. Ce n'est pas à moi de payer les frais de retour"
Catastrophique un service client plus nul et incapable La pièce a été commandée 3 fois ! Pis êtes tellement nulle que vous ne savez même pas les conditions de livraisons des entreprises avec qui vous travailler Colis trop grand donc à 10 km de chez moi retour à chaque fois Et pas capable d une excuse et de renvoyer le produit par un autre système de transport BRAVO,Catastrophe un service à la clientèle plus zéro et incapable La partie a été commandée 3 fois! Pis sont si mauvais que vous ne connaissez même pas les conditions de livraison des entreprises avec lesquelles vous travaillez trop grand donc 10 km de la maison retour à chaque fois Et ne peuvent pas excuser et retourner le produit par un autre système de transport BRAVO
Tout bien décrit prix un peu élevé sinon on trouve bien notre bonheur,Tout bien décrit prix un peu élevé sinon nous trouvons notre bonheur
Je suis très satisfait d oscaro pour la rapidité de traitement des commandes et la réception de celles ci ainsi que de la qualité des produits,"Je suis très satisfait du traitement rapide des commandes, de leur réception et de la qualité des produits."
"Référence couleur non écrite et ne correspondant pas à mon véhicule, malgré l'immat","Couleur de référence non écrite et ne correspondant pas à mon véhicule, malgré immat"
Bien. Livraison assez rapide et les essuis glaces ont l'air qualitatifs,Bien. Livraison assez rapide et les essuie-glace semblent qualitatives.
"En regardant les avis sur différents sites, j'avoue avoir eu très peur mais j'ai tenté et je ne regrette pas... Super surprise quant à mes 2 livraisons et de mes articles commandés. Je suis contente de ma commande et je n'hésiterai pas à commander a nouveau sur ce site.","En regardant les critiques sur différents sites, j'avoue que j'ai eu très peur mais j'ai essayé et je ne regrette pas... Super surprise sur mes 2 livraisons et mes articles commandés. Je suis satisfait de ma commande et je n'hésiterai pas à commander à nouveau sur ce site."
"Produit nickel, délai respecté.","Nickel produit, délai respecté."
Je me suis fait conseiller une pièce à 90€ bien que celle que j'ai acheté à 30€ convenait,On m'a conseillé une chambre à 90€ bien que celle que j'ai achetée à 30€ était appropriée
Pouvez vous svp m'envoyer une facture par mail que je pense avoir perdu. Domaine la Baratonne 83130 la garde Encore merci,Pouvez-vous m'envoyer une facture par email que je pense avoir perdue. Domaine la Baratonne 83130 la garde Merci encore
"Les pièces étaient disponibles ; le délais de livraison respecté, contrairement à des commandes passées auparavant.","Les pièces étaient disponibles; le délai de livraison était respecté, contrairement aux commandes passées auparavant."
Delai on tenu malgre la confirmation du conseillé au téléphone certifiant livraison ce jour. Je fais l'effort d'attendre 1 journée malgré avoir payé le prix fort en livraison express mais mon colis n'est toujours pas envoyé. Cela n'est pas la première fois. Je déconseille vivement. Cela faisant un petit moment que je n'avais pas commandé mais la ca sera la dernière.,Je fais l'effort d'attendre 1 jour malgré avoir payé le prix élevé en livraison express mais mon colis n'est toujours pas envoyé. Ce n'est pas la première fois. Je conseille fortement contre. Il pour un peu de temps que je n'avais pas commandé mais le dernier sera.
"2 colis au lieu d'un a 1 jour d’intervalle, pas vraiment judicieux !!!","2 paquets au lieu d'un jour d'intervalle, pas vraiment sage!!!"
"Pièce commandée avec immatriculation et reçue non conforme en plus oscaro prend 10€ pour retour alors qu'on ne paye que 4 € de frais de port INCROYABLE même poids même objet mais 2,5 fois plus cher qu'à l'allée !!","Partie commandée avec inscription et reçue non conforme en plus oscaro prend 10€ pour le retour tandis que nous ne payons que 4€ de frais de port INCROYABLE même poids même objet mais 2,5 fois plus cher que l'allée !!"
"Livraison rapide , et prix très correct","Livraison rapide, et prix très correct"
"J’ai commandé une pompe à eau neuve, il m’a été livré une pompe à eau d’occasion pourrie. Cela fait huit jours, je n’ai toujours pas reçu la nouvelle pompe…","J'ai commandé une nouvelle pompe à eau, il a été livré une pompe à eau usée pourri. Cela fait huit jours, je n'ai toujours pas reçu la nouvelle pompe..."
compresseur et condenseur de clim fournis sans pochette de joints torique pour le raccordement . Votre assistance téléphonique pour trouver ces 4 petits joints et complétement à coté de la plaque et à la limite de la politesse en nous envoyant balader et en nous affirmant que vous ne vendez pas ce genre de produit Obligé de me déplacer chez VOLKSWAGEN pour acheter 4 joints à 5€ pièce Merci Oscaro,Condenseur de compresseur et de climatisation fourni sans pochette O-ring pour la connexion . Votre assistance téléphonique pour trouver ces 4 petits joints et complètement à côté de la plaque et à la limite de la politesse en nous envoyant marcher et affirmer que vous ne vendez pas ce type de produit Requis pour me déplacer à VOLKSWAGEN pour acheter 4 joints à 5€ partie Merci Oscaro
Super article de bon qualité,Grand produit de bonne qualité
"Pièce détachées de bonne qualité, aucun soucis pour la remplacer.","Pièces de rechange de bonne qualité, pas de soucis pour le remplacer."
"Site clair, matériel bien présenté, livraison rapide avec un colis bien emballé. Je recommande Oscaro.","Site clair, matériel bien présenté, livraison rapide avec un paquet bien emballé. Je recommande Oscaro."
"facilité pour commander,choix de marques important, prix attractifs, bref tout ce qu'il faut pour choisir le produit. Rapidité de livraison.","facile à commander, choix de marques importantes, prix attractifs, bref tout ce qu'il faut pour choisir le produit. Vitesse de livraison."
"L'emballage est arrivé dans un état déplorable. Le carton n'est même pas scotché, il n'y a aucune protection du contenu, en vrac, pas de papier bulle pour protéger les éléments. Une négligence inadmissible.","L'emballage est arrivé dans un état déplorable. Le carton n'est même pas collé, il n'y a pas de protection du contenu, en vrac, pas de papier à bulles pour protéger les éléments."
"Prix moins cher qu'en centre-auto, pour des essuis-glaces de marque. Livraison rapide, et très bon suivi.","Prix moins cher que dans le centre de la voiture, pour les essuie-glaces de marque. Livraison rapide, et très bon suivi."
Satisfait de la pièce livré,Satisfait de la pièce livrée
Rapide et efficace,Rapide et efficace
navrant aucun rapport avec une personne compétant 77ans demande juste un retour sur une erreur du magasinier rachetées les bonnes pieces pour le retour du mauvais colis je n ais pas d imprimantes et n y connais riens demande un bulltin de retour par courrier et la L INCONCEVABLES cela ne ce fait plus impossible de quoi ce prendre la tete vous trouvez pas,regrettant aucun lien avec une personne compétente 77 ans vient de demander un retour sur une erreur du commerçant a acheté les bons morceaux pour le retour du mauvais paquet je n'ai pas d'imprimantes et ne sais rien sur elle demande un bulltin de retour par la poste et le L INCONCEVABLES qui ne rend plus impossible ce que prendre la tête que vous ne trouvez pas
"Vol manifeste ! après avoir mis une commande dans mon panier, 3 jours après augmentation du prix des pièces de 40 % ! En patientent plusieurs jours plus d’évolution, je décide de passer commande et la je constate après la livraison que les tarifs sont revenus au prix initial ! Quel honte , après contact auprès du service client ils n’ont rien voulu savoir , prétextant que les tarifs étaient positionnés par leur fournisseur…,","Manifest vol! après avoir passé une commande dans mon panier, 3 jours après avoir augmenté le prix des pièces de 40%! Par patient plusieurs jours plus d'évolution, je décide de passer une commande et je trouve après la livraison que les tarifs sont revenus au prix d'origine! Quelle honte, après contact avec le service à la clientèle ils ne voulaient rien savoir, en supposant que les prix étaient positionnés par leur fournisseur...,"
"Très bien, rapide et produit de qualité.","Produit très bon, rapide et de qualité."
"Clarté de la recherche,delai de livraison","Clarté de la recherche, livraison"
"Colis reçu intact , très bon emballage.","Package reçu intact, très bon emballage."
"Produit conforme à la description, bonne qualité, envoi rapide.","Produit conforme à la description, bonne qualité, expédition rapide."
"Parfait, comme d’hab !","Parfait, comme d'hab !"
Très bien et rapide,Très bon et rapide
Prix et le délais,Prix et délais
livraison OK - produits conformes,livraison OK - produits conformes
Livraison rapide,Livraison rapide
"Rapidité, tarifs.","Vitesse, taux."
Livraison trop longue,Livraison trop longue
"Prix attractif, mais pourquoi ne livrer qu'une pair d'écrou puisqu'il y a 2 paires de plaquettes.","Prix attractif, mais pourquoi ne livrer qu'une paire de noix puisqu'il y a 2 paires de plaquettes."
"Bon prix, mais au niveau de la livraison quand on reçoit des balais d'essuie glace dans un colis pratiquement plié c'est pas sérieux... On doit payer pour se faire livrer en point relais, le minimum aurait été d'avoir des livreurs consciencieux...","Bon prix, mais en termes de livraison quand vous obtenez essuie-glace dans un paquet pratiquement plié, ce n'est pas grave... Vous devez payer pour être livré comme point de relais, le minimum aurait été d'avoir des agents de livraison consciencieux..."
rapide et fiable,rapide et fiable
"Les bougies que j’ai acheté ,était très mal emballé , dans un carton immense, elles sont même sorti de leur emballage, à 25 € pièce et vu la fragilité …!? très déçu.","Les bougies que j'ai achetées, étaient très mal emballées, dans un carton énorme, elles sont même sorties de leur emballage, à 25 € pièce et ont vu la fragilité ...!? très déçu."
"quand il n'y a pas d'erreur dans le contenu du colis c'est impeccable et de surcroit une livraison rapide, on ne peut qu'être pleinement satisfait. Merci","lorsqu'il n'y a pas d'erreur dans le contenu du paquet, il est impeccable et augmente une livraison rapide, on peut seulement être pleinement satisfait. Merci."
"Entre la commande et le délai de livraison raisonnable, d'environ 5 jours soit du Mardi au Samedi jour de livraison. Pièces compatibles.","Entre la commande et le délai de livraison raisonnable, environ 5 jours est du mardi au samedi jour de livraison. Pièces compatibles."
Première commande pour moi Accuse préparation expédié en trois jours Expérience à renouveler si besoin Je recommande,Première commande pour moi Préparation Accuse expédiée en trois jours Expérience à renouveler si nécessaire Je recommande
Rapide et efficace je recommande,Rapide et efficace Je recommande
"Parfait de A a Z, tout simplement.","Parfait de A à Z, tout simplement."
La commande a mit plus de temps que prévu. On paye un peu plus cher pour ce service qui revient alors au meme que si j'aurais prit en économique.,La commande a pris plus de temps que prévu. Nous payons un peu plus pour ce service qui revient alors au même niveau que si j'avais pris en économie.
Tout est parfait comme à chaque fois!,Tout est parfait comme à chaque fois !
"Livraison rapide, rapport qualité prix des pièces, offres divers","Livraison rapide, rapport de prix des pièces, différentes offres"
Livraison rapide et bonne info,Livraison rapide et bonne info
livraison rapide,Livraison rapide
"Pièces et produits proposés de bonne qualité Et au meilleur prix Expédition rapide Gros bémol : la qualité et la solidité des emballages. A chaque fois, les cartons arrivent défoncés et les rubans adhésifs décollés.","Pièces et produits de bonne qualité offerts et au meilleur prix Expédition rapide Big plat: la qualité et la résistance de l'emballage. Chaque fois, les cartons arrivent haut et le ruban adhésif décolle."
"Colis reçu éventré dans locker mondial relay , et les plaquettes de freins avaient disparus aucune reponse d oscaro SAV inexistant","Package reçu éventé dans un casier mondial relayé, et les plaquettes de frein n'avaient disparu aucune réponse Oscaro SAV inexistante"
Très bon matériel tout a fait satisfait,Très bon matériel a fait tout ce qui est satisfait
le carton de livraison n'est pas adapté au produit mal fermé mal emballé,le carton de livraison n'est pas adapté pour le produit mal fermé mal emballé
"j'ai cdé des essuis glaces avant et arrière en me servant de la plaque d'immatriculation, hélas l'arrière est compatible mais je dois renvoyer l'avant. Ce qui m'embête vraiment car le service client m'a proposé un remboursement mais pas de solution d'envoi d'un produit compatible...","J'ai mis en place des essuie-glace avant et arrière en utilisant la plaque d'immatriculation, hélas le dos est compatible mais je dois renvoyer l'avant. Cela me dérange vraiment parce que le service client m'a offert un remboursement mais pas de solution pour envoyer un produit compatible..."
produit ok - livraison en point relai ok,produit ok - livraison de points de relais ok
Produit reçu très rapidement et très bien emballé,Produit reçu très rapidement et très bien emballé
"Client de longue date et toujours satisfait, J’ai reçu un article ne correspondant pas du tout à mon véhicule malgré l’utilisation de l’immatriculation A ma grande surprise le sav ne répond pas ! Pas d’annonce de délai d’attente au téléphone. Je dois donc retourner l’article. Le client semble laissé seul face à son problème et à l'erreur d’Oscaro, et n’a toujours pas ce dont il a besoin","Client de longue date et toujours satisfait, j'ai reçu un article qui ne correspondait pas du tout à mon véhicule malgré l'utilisation de l'enregistrement À ma surprise le sav ne répond pas! Pas d'annonce de temps d'attente au téléphone. Donc je dois retourner l'article. Le client semble laissé seul face à son problème et l'erreur d'Oscaro, et n'a toujours pas ce dont il a besoin"
"Qualité,Rapidité","Qualité, Qualité"
"parfait , tres bien recu , okk","parfait, très bien reçu, okk"
Produit commandé conforme et en bon état. Rapidité d'expédition .je recommande,Produit commandé conforme et en bon état. Vitesse d'expédition . Je recommande
"Bonjour a tous, Je voulais savoir si j'étais le seul a etre mis a l'amende par Oscaro.. Je m'explique = Pour une commande globale de 31,5 euros, j'ai commandé des tapis de sol sur mesure en veillant à entrer son immatriculation sur le moteur de recherche Oscaro afin de m'assurer de la compatibilité des pièces. Les tapis reçus ne correspondent pas du tout a mon véhicule. Bon, c'est une erreur de leur part, cela arrrive c'est la première fois que je procède a un retour. Je retourne donc les tapis le retour est facile avec une étiquette prépayée et un dépot en Mondial relay. Jusque la tout va bien. Sauf que lorsque je reçois 10 jours plus tard le remboursement, je me rends compte que Oscaro a conservé 9.99 euros sur le montant total du remboursement soit quasiment la moitié du prix des tapis ! Je vais donc lire les conditions générales de vente, ces petites lignes qu'on ne lit jamais, et je constate, surpris, qu'ils ont prévu de conserver cette somme en cas de retour. Une sorte d'amende ! Sauf que l'erreur vient de leur part ! Et ils me font supporter et assumer la responsabilité de leur erreur. J'appelle rien et rien et rien........ Quel manque de sérieux. Je ne m'attendais vraiment pas à ces mesquineries en commandant sur un ""grand"" site. C'est fréquent ??? Je commence a lire ce qui se dit sur internet à leur sujet et visiblement oui, ils ont mauvaise presse !! J'ai compris qu'ils ne me rembourseraient pas, mais voila je pensais important d'en parler a d'autres pour leur éviter ce problème. Pour finir j'ai voulu supprimer mon compte client puisque je ne compte plus jamais commander chez eux, et c'est impossible, il faut envoyer un email et la encore personne ne répond et personne ne supprime le compte.","Bonjour à tous, je voulais savoir si j'étais le seul à être condamné à une amende par Oscaro.. J'explique = Pour une commande globale de 31,5 euros, j'ai commandé des tapis de sol personnalisés en m'assurant d'entrer dans son inscription sur le moteur de recherche Oscaro afin d'assurer la compatibilité des pièces. Les tapis reçus ne correspondent pas du tout à mon véhicule. Eh bien, c'est une erreur de leur part, c'est la première fois que je fais un retour. Donc je vais retourner les tapis le retour est facile avec une étiquette prépayée et un dépôt à Mondial relais. Jusqu'à ce que tout va bien. Sauf que lorsque je reçois 10 jours plus tard le remboursement, je réalise que Oscaro a gardé 9,99 euros sur le montant total du remboursement est presque la moitié du prix des tapis! Donc je vais lire les conditions générales de vente, ces petites lignes qui ne sont jamais lues, et je trouve, surpris, qu'ils ont prévu de garder cette somme en cas de retour."
les prix de chez oscaro sont vraiment plus cher que vos concurrents dommage un travail de profondeur est necessaire si vous voulez rester concurrentiel !,Les prix oscaros sont vraiment plus chers que vos concurrents endommagent le travail de profondeur est nécessaire si vous voulez rester compétitif!
livraison en temps et en heure,Livraison dans le temps et l'heure
Les produits arrivent rapidement mais si vous demandez à être réseigneur l’avis est facturé 1 euro cela semble pingre,Les produits arrivent rapidement mais si vous demandez à être démissionnaire ou la révision est facturée 1 euro il semble pingre
Livraison très rapide,Livraison très rapide
"La commande c'est bien passé la livraison aussi , mais impossible de récupérer la facture. Pouvez vous me l'envoyer par mail ?","La commande s'est bien passée la livraison aussi, mais impossible de récupérer la facture. Pouvez-vous me l'envoyer par email?"
livraison arrivée plus vite que prévu,Livraison à l'arrivée plus rapide que prévu
Livrer la date prévu emballage correct,Livraison de la date prévue emballage correct
correspondance parfaite des pièces,match parfait des pièces
